X1	X2	X3	X4	X5	Y
39.1992022719471	71.00275703416432	43.48390146843922	65.63918708761895	67.46256152036779	-998.2690703466042
84.1667794544606	41.023385582151015	33.697638067856715	34.43512272883454	58.70664761460983	-726.7725330359686
70.01322929482929	5.420492274840239	55.31121682011979	53.305055944067256	97.49439476476847	-1358.0901819448832
70.13125351604043	38.43630394283143	62.55614180457339	45.717875688944474	47.973438758537924	-349.6183259334549
92.5802559385942	69.76381753433309	36.61514263245734	46.064966269441165	1.6135073669950706	432.01280136874954
2.0526127041215703	61.77952113862089	46.47045023917171	83.70711748209531	40.117514025288244	-532.678811857819
21.23785776335304	82.27422893849487	40.506550890529795	43.80454580703783	57.047459454203995	-875.9639884988071
73.0634973793388	21.96481897159648	54.95772932662274	56.36339065796766	37.50442169892629	-168.15865552574678
6.395371026131624	94.91500646411036	31.376777665913067	77.31370751938691	1.5592245720065567	112.72405883554484
4.5093208110892125	70.03600829585999	69.59277745767713	60.53306190824716	76.9940704011439	-1109.2400116817305
84.71472093303757	65.09294969712937	26.21646783523839	56.318531749934856	31.03721842410342	-248.17788053341633
83.46940796027329	39.71957214219574	17.139877683841252	87.61096031396086	67.43007952136993	-1017.9337949018857
48.266997458237036	57.810200943012134	26.709794077934845	28.666018935963244	8.72886063380176	99.38213730120768
22.09553633532668	67.27924451561586	7.2501940237176825	51.34646864962606	95.00600333077116	-1850.3613439590351
7.402690192870686	21.782828246233354	44.94015330082179	40.25129445522994	67.99767103265843	-1044.9471052150375
17.865854051824147	22.748454712966392	33.817782902040804	5.441225828024954	76.6731196104986	-1265.8888044531802
37.2725629260186	20.92762582324187	82.81288638344056	84.8131574267913	59.26428679894089	-514.7054683399198
4.951233946746292	92.44671722748036	76.26600745221936	19.60922682154286	14.388800087521814	168.49303502785773
18.055848050725388	57.465733205200166	4.525548205091223	19.726476273065686	21.01463345068507	-391.9120206310869
53.115109183751606	86.69779301320105	76.26615478028087	79.75111143343855	48.2026889256564	-357.5431605131082
86.8113458351372	35.73458473358725	62.343831063607055	68.36719135233741	3.2458515708108315	596.1892388008571
7.00831183831615	65.46806054319259	98.16427754548526	69.7649654649835	37.21407971539713	-101.57477651778993
28.56452089755338	93.39981157373735	64.86647743164993	46.25475446694941	42.99684681112659	-413.57784308205953
47.27813797195447	0.11280425344868394	66.48361701329435	27.32740466852137	48.7918638541524	-368.73034832757287
1.7474483858398226	33.54182627075549	53.89716804624961	60.14132870324175	68.22331643877057	-1015.4856335649
41.02678810238321	9.347223058400967	10.117338930860942	15.826747777234706	99.95389765410087	-1814.523439317242
79.25092871593282	36.41540524536898	43.97012687522346	14.56659617464473	9.47941606043906	319.53994782021243
62.46200111017974	11.096803694270442	0.8088154236477574	26.00159933420718	71.04552230273694	-1238.9595384529357
94.841801461299	69.64648098099269	3.945363595998852	87.56773540623098	35.78122634933608	-473.12805841182524
16.841408820312765	26.102449874781097	11.936295779169381	92.52723083021607	1.3958536038823466	80.05877496269592
90.72840820642352	0.9071324188544727	52.303914776748684	78.54714334316105	60.524797573392334	-573.0904558301897
86.49037714200732	46.71493275039318	49.616725187683585	32.16404339759398	7.331029857261218	413.45267784418957
62.9362265625489	75.32825564665707	61.361224113696224	51.241003050539426	87.78012471676375	-1212.5935014984118
40.52267892306689	91.95637297820713	46.79984115116448	77.27476139458588	49.931097075955066	-641.4113896699564
42.00895001080277	81.56118524915827	31.007286274131516	52.99583180645392	35.56613772499851	-449.80608579779954
81.58837762069837	75.19112101756558	42.04390460124695	62.74280131267878	40.7497175582991	-351.11300711272384
36.29714662905958	77.08566926389577	37.57686693430537	57.27470072786731	49.566727528222756	-696.4907114010346
84.05337471111054	92.28085880623841	94.24877410740034	49.00297819260645	76.55478717192032	-711.475059359511
28.976247360138853	91.05427669566444	44.49985192996577	37.21086447162646	93.13332035048772	-1555.292978115242
64.3288212080921	39.51055065725182	69.76278178608639	90.73718867350377	49.81452512478558	-354.47511702608244
1.684698929025652	46.0174757663235	34.95489688312975	73.84746720042162	10.473912521397654	-5.757351225291359
30.424554774265612	30.386618271427178	9.88013338505076	19.433319356769253	77.93056461144197	-1428.5633124821143
28.846149446867685	19.786244252171524	98.14526791909606	65.46823802730431	56.04705737670893	-367.17206801207465
24.432948886538462	34.26933750575114	56.05063334866232	13.73621331857764	86.36110641026139	-1295.8381856107274
